Transmission Link,Transmission Link from Cuenta Corriente PMS to DR Guatulame_B El Tome,Transmission Link from Embalse Cogoti to ENTREGA_COGOTI,Transmission Link from Embalse Paloma to ENTREGA PALOMA,Transmission Link from Embalse Recoleta to Entregas Recoleta,Transmission Link from SHAC Cogoti_B Frag_1 to DR Cogoti_Bajo Fraguita,Transmission Link from SHAC Cogoti_B Frag_1 to SSR_Cog B Frag,Transmission Link from SHAC Cogoti_B Frag_2 to DR Cogoti_Bajo Fraguita,Transmission Link from SHAC Cogoti_S Frag_1 to DR Cogoti_Sobre Fraguita,Transmission Link from SHAC Cogoti_S Frag_1 to SSR_Cog_S Frag,Transmission Link from SHAC Cogoti_S Frag_2 to DR Cogoti_Sobre Fraguita,Transmission Link from SHAC Comb_B Ram_1 to DR Combarbala_Bajo Ramadillas,Transmission Link from SHAC Comb_B Ram_2 to DR Combarbala_Bajo Ramadillas,Transmission Link from SHAC Comb_S Ram_1 to DR Combarbala_Sobre Ramadillas,Transmission Link from SHAC Grande_B Pal_B QdaSeca_1 to DR_Gran_B Pal_B QdaSeca,Transmission Link from SHAC Grande_B Pal_B QdaSeca_1 to SSR Grande_BQda Seca,Transmission Link from SHAC Grande_B Pal_B QdaSeca_2 to DR_Gran_B Pal_B QdaSeca,Transmission Link from SHAC Grande_B Pal_S Qda Seca_1 to DR_Grande_BajPal_SobreQ,Transmission Link from SHAC Grande_B Pal_S Qda Seca_2 to DR_Grande_BajPal_SobreQ,Transmission Link from SHAC Grande_B Ponio_1 to DR_Grande_SobPal_B Ponio,Transmission Link from SHAC Grande_B Ponio_1 to SSR Grande_B Ponio,Transmission Link from SHAC Grande_B Ponio_2 to DR_Grande_SobPal_B Ponio,Transmission Link from SHAC Grande_S Ponio_1 to DR_Grande_S Palom_SobrPonio,Transmission Link from SHAC Grande_S Ponio_1 to SSR_Grande_Sobre Ponio,Transmission Link from SHAC Grande_S Ponio_2 to DR_Grande_S Palom_SobrPonio,Transmission Link from SHAC Guatulame_B BOC Cog_1 to DR Guatulame B BOC Cog,Transmission Link from SHAC Guatulame_B BOC Cog_1 to SSR_Guat_B BOC,Transmission Link from SHAC Guatulame_B BOC Cog_2 to DR Guatulame B BOC Cog,Transmission Link from SHAC Guatulame_B Tome_1 to DR Guatulame_B El Tome,Transmission Link from SHAC Guatulame_B Tome_1 to SSR Guat_B Tome,Transmission Link from SHAC Guatulame_B Tome_2 to DR Guatulame_B El Tome,Transmission Link from SHAC Guatulame_S BOC Cog_1 to DR Guatulame S BOC Cog,Transmission Link from SHAC Guatulame_S BOC Cog_1 to SSR_Guat_S BOC,Transmission Link from SHAC Guatulame_S BOC Cog_2 to DR Guatulame S BOC Cog,Transmission Link from SHAC Limari_ Bajo Talinay_1 to DR_Limari_Bajo Talinay,Transmission Link from SHAC Limari_ Bajo Talinay_2 to DR_Limari_Bajo Talinay,Transmission Link from SHAC Limari_Barraz Panam_1 to DR_Limari_Barr_Panam,Transmission Link from SHAC Limari_Barraz Panam_1 to SSR Limari_Barr Panam,Transmission Link from SHAC Limari_Barraz Panam_2 to DR_Limari_Barr_Panam,Transmission Link from SHAC Limari_Hurt_Inge_1 to DR_Limari_Inge_Hurt,Transmission Link from SHAC Limari_Hurt_Inge_1 to SSR Limari_Hurt Ing,Transmission Link from SHAC Limari_Hurt_Inge_2 to DR_Limari_Inge_Hurt,Transmission Link from SHAC Limari_Ing Barraz_1 to DR_Limari_Inge_Barraza,Transmission Link from SHAC Limari_Ing Barraz_2 to DR_Limari_Inge_Barraza,Transmission Link from SHAC Pama 1 to DR Pama,Transmission Link from SHAC Pama 1 to SSR_Pama,Transmission Link from Withdrawal Node 1 to Rio Grande_LR_SHAC_RGrande,Transmission Link from Withdrawal Node 10 to DR_Matriz Paloma,Transmission Link from Withdrawal Node 11 to DR_Camarico,Transmission Link from Withdrawal Node 12 to Cuenta Corriente PMS,Transmission Link from Withdrawal Node 12 to DR Guatulame_B El Tome,Transmission Link from Withdrawal Node 13 to Rio Grande_Rap y Most_SHAC_RGrande,Transmission Link from Withdrawal Node 16 to DR_Grande_S Palom_SobrPonio,Transmission Link from Withdrawal Node 17 to DR_Grande_SobPal_B Ponio,Transmission Link from Withdrawal Node 18 to DR_Grande_BajPal_SobreQdaSeca,Transmission Link from Withdrawal Node 19 to DR_Limari_Inge_Barraza,Transmission Link from Withdrawal Node 2 to Rio Grande_Tasc y Tur_SHAC_RGrande,Transmission Link from Withdrawal Node 20 to DR_Gran_B Pal_B QdaSeca,Transmission Link from Withdrawal Node 21 to DR_Limari_Inge_Hurt,Transmission Link from Withdrawal Node 22 to DR_Limari_Barr_Panam,Transmission Link from Withdrawal Node 23 to DR_Limari_Bajo Talinay,Transmission Link from Withdrawal Node 24 to DR Cogoti_Bajo Fraguita,Transmission Link from Withdrawal Node 25 to DR Combarbala_Bajo Ramadillas,Transmission Link from Withdrawal Node 26 to DR Pama,Transmission Link from Withdrawal Node 27 to DR Guatulame S BOC Cog,Transmission Link from Withdrawal Node 28 to DR Guatulame B BOC Cog,Transmission Link from Withdrawal Node 29 to DR Guatulame_B El Tome,Transmission Link from Withdrawal Node 3 to Rio Grande_Chac y Tasc_SHAC_RGrande,Transmission Link from Withdrawal Node 30 to DR Cogoti_Sobre Fraguita,Transmission Link from Withdrawal Node 31 to DR Combarbala_Sobre Ramadillas,Transmission Link from Withdrawal Node 32 to Rio Turbio,Transmission Link from Withdrawal Node 4 to Rio Grande_QMac y Chac_SHAC_RGrande,Transmission Link from Withdrawal Node 5 to Sanitaria Ovalle,Transmission Link from Withdrawal Node 6 to Rio Grande_Cuy y QMac_SHAC_RGrande,Transmission Link from Withdrawal Node 7 to Rio Grande_QVHon y Cuy_SHAC_RGrande,Transmission Link from Withdrawal Node 8 to Rio Grande_Most y QVHon_SHAC_RGrande,Transmission Link from Withdrawal Node 9 to DR_Matriz Cogoti
Mar-01,0,2.2064,9.86347,1.91074,0.177,0.00761035,0.173611,0.0264771,0.000124651,0.0177345,0.0849388,0.0611993,0.00155566,0,0.00380518,0,0.00822567,0,1.44771E-06,0.00253678,0,1.29532E-07,0.000951294,0,0.475106,0.00419182,0.0991294,0.918585,0.000317098,0,0.274792,0.00207119,0.039441,0.00684133,0,0,0.000634196,0,0,5.39066E-09,0,0,0,0.0996788,0.000634196,0.0123315,0.154349,2.01184,0,0.233999,0.382548,0.0164527,0.0826949,0.146123,0.378588,0.026644,0.26155,0.614868,0.160586,0.00024408,8.66189E-06,1.27404E-08,2.64318E-06,0.14475,0.137275,0.16217,0.0123977,0.0061357,9.91015E-05,0.0162336,0.0400404,0.289145,0.127034,0.0135353,0.121467,0.127261
Apr-01,0,1.19769,6.77671,0.771372,0.177,0.00761035,0.0383714,0.027,0.000317098,0.013833,0.0876787,0,0.00160751,0,0.00380518,0,0,0,7.08617E-07,0.00253678,0,0,0.000951294,2.83447E-07,0.286262,0.00475647,8.66087E-06,0.415112,0.000317098,0,0.128471,0.00221969,0,0.00487285,0,0,0.000634196,0,0,5.39066E-09,0,0,0,0.0636642,0.000634196,0.00878527,0.11362,1.28804,0,0.22425,0.214716,0.0104306,0.0524267,0.11362,0.252254,0.0170147,0.171969,0.417256,0.107395,0.00023391,2.31481E-06,1.30745E-08,6.03549E-06,0.144749,0.137272,0.16217,0.00761999,0.00375386,0.000102405,0.0109425,0.0355182,0.183867,0.0787139,0.00818689,0.073467,0.0977348
May-01,0,0.706784,3.5689,0.707899,0.101477,0.00761035,0,0.00616521,0.000317098,0,0.0374589,3.2764E-06,0.00155566,0,0.00380518,0,0,0,0,0.00253678,2.20967E-07,1.6001E-07,0.000951294,0,0.0191558,0.00475647,0,1.14293E-06,0.000317098,0,2.66684E-06,0.00221969,0,0.00157447,0,0,0.000634196,0,0,5.39066E-09,0,0,0,0.0245987,0.000634196,0.00373205,0.0721372,0.674383,0,0.205013,0.0860977,0.00428278,0.0215349,0.0721372,0.135155,0.00671205,0.0733403,0.226991,0.0631317,0.000227554,0,7.57878E-08,8.06041E-06,0.102132,0.137261,0.159664,0.00356366,2.84278E-06,9.91015E-05,0.00529122,0.0153976,0.137881,0.0335519,0.00351642,0.0320325,0.0658244
Jun-01,0,0.289381,3.79363,0.289838,0.029929,0.00761035,3.56125E-07,0.00181753,0.000317098,0,0.0080419,0,0.00160751,0,0.00380518,0,0,0,0,0.00253678,3.30688E-07,0,0.000951294,3.62182E-08,2.12585E-07,0.00475647,0,1.10229E-06,0.000317098,0,1.96838E-07,0.00221969,0,0.00117246,0,0,0.000634196,0,0,5.39066E-09,0,0,0,0.00323328,0.000634196,0.000936949,0.0382283,0.271344,0,0.0570296,0.018835,0.00101644,0.0051088,0.0382283,0.0654486,0.000883409,0.0139763,0.0961058,0.033368,0.000198315,0,1.09857E-07,7.46065E-06,0.00936535,0.014343,0.0105784,0.00113457,1.67963E-06,0.000102598,0.000679398,0.00444775,0.118731,0.00975687,0.00129362,0.0117819,0.0354332
Jul-01,0,0.146691,0.692641,0.146922,7.65861E-08,0.00761035,0,8.61594E-09,0.000317098,0,0.00948713,0,0.00155566,0,0.00380518,0,0,0,0,0.00253678,2.51445E-07,0,0.000951294,0,2.20967E-07,0.00475647,0,2.97162E-06,0.000317098,0,2.43825E-07,0.00221969,0,0.00154394,0,0,0.000634196,0,0,5.39066E-09,0,0,0,0,0.000634196,0.00134104,0.0294807,0.350615,0,0.0662653,0.0197605,0.0010454,0.00525799,0.0294807,0.0822354,0.000950918,0.0153755,0.103883,0.0450543,0.000277132,0.0324179,7.13224E-07,0.00542115,0.0104286,0.0159718,0.00780503,0.00112083,0.00197017,9.92881E-05,0.000741487,0.00435533,0.0919205,0.00969967,0.00131056,0.0119421,0.038151
Aug-01,0,0.160027,0.568347,0.160279,3.35064E-06,0.00761035,0,0,0.000317098,1.24452E-07,0,0,2.13347E-07,0,0.00380518,0,0,8.38149E-07,1.29532E-07,0.00253678,0,6.85758E-08,0.000951294,0,0.149409,0.00475647,0,0,0.000317098,1.21913E-06,0.0975589,0.00221969,0,0.00369794,0,0,0.000634196,0,0,5.39066E-09,0,0,0,0,0.000634196,0.00599429,0.0561202,0.977647,0,0.290288,0.0881016,0.00498768,0.0250773,0.0561193,0.21544,0.0103915,0.0613053,0.278869,0.116494,0.000311456,0.115685,0.0410076,0.0320654,0.00110032,0.00168511,0.0648714,0.00490469,0.00703144,0.0103524,0.00642361,0.0183387,0.114901,0.0399698,0.00420675,0.038324,0.0906412
Sep-01,0,0.192921,4.03033,0.193225,6.92466E-07,0.00761035,0,0,0.000317098,1.08816E-07,0,1.49597E-06,1.65344E-07,0,0.00380518,0,0,0,0,0.00253678,0,0,0.000951294,1.73217E-07,0.354476,0.00475647,3.62182E-06,0.0659864,0.000317098,0,0.231463,0.00221969,0,0.00578404,0,0,0.000634196,0,0,5.39066E-09,0,0,0,0.023853,0.000634196,0.0101435,0.141838,1.63951,0,0.43239,0.163783,0.00934491,0.0469907,0.141838,0.358697,0.0166643,0.137289,0.461778,0.198081,0.000451,0.195204,0.0702508,0.0323816,0.000115652,0.000177122,0.16217,0.00810658,0.0118638,0.0177357,0.0101717,0.0324869,0.118731,0.0706105,0.00735938,0.0670454,0.0554075
Oct-01,0,0.856123,7.05012,0.874727,0.177,0.00761035,0.142234,0.0211138,0.000317098,0,0.0849388,0.0427006,0.00155566,0,0.00380518,0,0,0,0,0.00253678,1.52391E-07,1.21913E-07,0.000951294,0,0.474541,0.00475647,0.27753,0.839631,0.000317098,0,0.274643,0.00221969,0.0588716,0.00682489,0,0,0.000634196,0,0,5.39066E-09,0,0,0,0.106419,0.000634196,0.0157519,0.197261,2.34678,0,0.40124,0.312134,0.0137829,0.0693026,0.197261,0.465673,0.0271926,0.215514,0.630234,0.245387,0.000451,0.0281486,0.000821386,0,0.051267,0.00287101,0.0477964,0.0133487,0,0.0200953,0.0171901,0.0557453,0.183841,0.121056,0.012336,0.112381,3.70247E-05
Nov-01,0.394387,1.35318,8.1774,1.37315,0.177,0.00761035,0.179398,0.027,0.000317098,0.0025215,0.0877701,0.0877701,0.00160751,0,0.00380518,0,0,0,2.83447E-06,0.00253678,0,0,0.000951294,7.08617E-08,0.489,0.00475647,0.330183,1.0725,0.000317098,2.59826E-05,0.2805,0.00221969,0.0582705,0.00693751,0,0,0.000634196,0,0,5.39066E-09,0,0,0,0.1215,0.000634196,0.018739,0.22493,2.92314,0.398438,0.432375,0.50279,0.0186956,0.0940046,0.22493,0.525331,0.0366008,0.278112,0.74176,0.259751,0.000451,0.034767,0.000482253,0.0315787,0.0420822,0.0018179,0.0723438,0.0172446,0.00267323,0.0206683,0.0234062,0.0726214,0.213715,0.160551,0.0177138,0.16138,0
Dec-01,0.389488,2.17634,10.2053,2.19703,0.177,0.00761035,1.53172E-05,0.0262846,0.000317098,2.39332E-06,0.0849388,1.6763E-06,0.00155566,0,0.00380518,0,0,0,0,0.00253678,6.85758E-07,0,0.000951294,1.44771E-07,0.477217,0.00208048,0.319532,1.05131,0.000152619,0.156222,0.275892,0.00097089,0.0592087,0.00605761,0,0,0.000634196,0,0,5.39066E-09,0,0,0,0.118897,0.000577118,0.0183242,0.249976,3.33054,0.385567,0.4324,0.606923,0.0230992,0.116148,0.249976,0.553918,0.0398441,0.341458,0.850091,0.256308,0.000451,0.441914,0.147521,0.0260924,0.0518839,0.0159756,0.16217,0.0188286,0.0113311,0.0571318,0.0237354,0.0739911,0.252781,0.170379,0.019826,0.180617,2.13186E-05
Jan-02,0.385585,2.56307,11.5609,2.58437,0.177,0.00761035,0.173611,0.0263623,0.000239377,0.00967438,0.0849388,0.0849388,0.00155566,0,0.00380518,0,0.0167921,0,1.52391E-07,0.00253678,0,0,0.000951294,2.28586E-08,0.476562,0.00273545,0.319532,1.05115,0.000317098,0.118293,0.275501,0.001362,0.0759131,0.0055878,0,0,0.000634196,0,0,5.39066E-09,0,0,0,0.118979,0.000495434,0.0154082,0.226844,3.3246,0.385585,0.336393,0.619663,0.024624,0.123813,0.210052,0.577924,0.0459862,0.364685,0.876406,0.263832,0.000350865,0.00248775,5.06758E-07,2.70613E-06,0.14475,0.137275,0.16217,0.0223793,0.00217785,9.91015E-05,0.0206717,0.0575531,0.275762,0.191742,0.0198626,0.180952,0.196595
